30.285714285714285 57.75 30.0 54.3 72.26666666666667 46.111111111111114 78.9090909090909 56.5 70.81818181818181 75.5 55.0 97.16666666666667 47.0 91.66666666666667 61.333333333333336 63.25 92.5 94.7 59.0 59.0 95.33333333333333 99.0 113.2 82.0 116.5 89.0 94.0 102.5 121.33333333333333 102.0 104.0 132.5 126.0 133.0 139.0 140.0 144.0 NA NA NA NA NA
103.0 144.92857142857142 78.0 106.66666666666667 152.71428571428572 153.9375 151.33333333333334 12.0 147.25 100.0 129.5 143.91666666666666 179.0 38.0 195.33333333333334 148.66666666666666 143.0 166.5 54.0 178.66666666666666 161.33333333333334 130.0 79.0 145.66666666666666 88.0 165.33333333333334 186.33333333333334 96.0 130.0 187.66666666666666 127.5 123.0 159.0 196.66666666666666 203.33333333333334 197.0 210.33333333333334 152.0 NA NA NA NA
181.0 203.5 155.33333333333334 172.0 228.0 281.5 235.8181818181818 179.66666666666666 268.5 195.5 195.66666666666666 296.4 277.75 207.25 218.5 206.5 193.33333333333334 242.6 213.0 235.0 205.4 183.0 232.0 189.25 238.33333333333334 196.5 233.0 248.33333333333334 239.0 218.8 127.5 218.66666666666666 200.75 240.5 236.0 217.75 287.5 251.33333333333334 285.0 307.0 NA NA
233.75 309.9047619047619 225.25 215.0 198.0 283.0 370.0 245.0 259.5 18.0 283.5 331.75 278.6666666666667 299.0 238.33333333333334 225.0 267.0 118.0 263.25 301.3333333333333 364.0 262.25 284.5 248.0 351.0 264.6666666666667 300.6666666666667 358.5 241.0 295.5 127.5 308.5 255.33333333333334 296.0 309.6363636363636 276.0 324.0 353.8 313.75 299.0 NA NA
269.75 366.84615384615387 260.0 284.25 267.0 372.0 415.0 333.5 306.6666666666667 231.5 253.0 328.6666666666667 310.0 333.6666666666667 318.5 315.5 282.6666666666667 282.0 255.66666666666666 361.5 389.0 351.6666666666667 370.0 325.0 380.0 351.25 382.0 363.6666666666667 314.6666666666667 342.3333333333333 127.5 372.5 213.5 359.5 413.375 331.5 372.0 385.5 380.0 319.0 NA NA
243.66666666666666 370.0 349.0 400.0 348.0 418.3333333333333 493.0 384.0 362.5 323.0 339.0 371.25 365.6666666666667 383.25 294.3333333333333 413.0 355.0 353.3333333333333 326.75 428.6666666666667 449.25 418.5 414.8 373.3333333333333 430.25 375.3333333333333 410.54545454545456 448.75 384.25 448.5 127.5 266.0 298.6666666666667 428.0 447.3333333333333 386.6666666666667 349.6666666666667 417.3333333333333 433.0 403.5 493.0 NA
475.75 477.5 318.0 461.0 352.3333333333333 372.0 521.6666666666666 505.0 447.0 413.25 356.6666666666667 449.0 436.25 448.3333333333333 446.5 489.75 469.2 417.25 360.0 479.75 449.0 484.3333333333333 518.5 428.75 486.6666666666667 497.25 567.5 431.6666666666667 352.6666666666667 446.3333333333333 127.5 414.0 372.0 475.25 528.0 501.5 429.5 473.0 483.0 414.6666666666667 515.5 NA
461.0 532.3333333333334 408.5 547.6666666666666 571.5 457.3333333333333 565.75 555.0 500.0 380.3333333333333 456.75 523.5 442.3333333333333 552.5 419.6666666666667 467.3333333333333 509.0 430.6666666666667 436.25 549.0 575.25 568.0 550.6666666666666 509.3333333333333 545.6666666666666 520.6666666666666 584.3333333333334 558.5 443.25 498.5 127.5 473.6666666666667 433.6666666666667 466.6666666666667 544.0 588.0 473.0 551.0 541.5 486.25 552.75 NA
529.75 589.0 353.6666666666667 651.5 656.3333333333334 534.0 620.3333333333334 605.25 487.3333333333333 468.25 446.6666666666667 612.0 516.25 601.6666666666666 507.0 551.25 597.5 507.25 606.0 606.25 566.0 592.3333333333334 609.0 612.75 587.25 605.0 648.0 579.3333333333334 584.3333333333334 488.0 127.5 429.5 521.0 582.5 528.6666666666666 573.0 547.5 622.5 670.0 611.0 580.0 649.4
499.3333333333333 572.6666666666666 531.0 646.3333333333334 698.0 606.5 686.5 597.0 641.5 418.3333333333333 528.0 658.25 529.6666666666666 663.25 446.0 499.0 650.25 471.6666666666667 666.5 683.3333333333334 631.25 695.5 628.0 638.3333333333334 709.0 693.6666666666666 698.75 644.0 645.0 627.75 127.5 525.0 662.0 569.0 604.5 624.0 520.3333333333334 612.3333333333334 707.5 654.25 652.0 662.0
