7 8 4 10 15 9 11 2 11 8 2 6 3 3 3 4 2 10 2 1 3 2 5 1 2 1 1 2 3 1 1 2 1 1 1 1 1 0 0 0 0 0
2 14 2 3 7 48 3 1 4 2 2 12 1 1 3 3 2 2 1 3 3 2 1 3 1 3 3 1 2 3 2 1 3 3 3 3 3 1 0 0 0 0
3 6 3 4 4 4 11 3 4 4 3 5 4 4 4 4 3 5 3 4 5 3 3 4 3 4 4 3 4 5 2 3 4 4 6 4 4 6 3 1 0 0
4 21 4 3 2 1 1 1 2 1 4 4 3 2 3 3 4 1 4 3 2 4 4 1 4 3 3 4 2 2 2 4 3 3 11 3 3 5 4 4 0 0
4 13 3 4 3 2 2 2 3 2 3 3 2 3 4 4 3 2 3 4 3 3 3 2 3 4 4 3 3 3 2 4 2 4 8 4 4 4 3 3 0 0
3 1 4 3 4 3 2 3 4 3 4 4 3 4 3 3 4 3 4 3 4 4 5 3 4 3 11 4 4 4 2 1 3 3 6 3 3 3 4 4 1 0
4 2 3 4 3 2 3 4 3 4 3 3 4 3 4 4 10 4 3 4 3 3 2 4 3 4 2 3 3 3 2 2 4 4 5 4 4 4 3 3 4 0
3 3 4 3 4 3 4 3 4 3 4 4 3 4 3 3 1 3 4 3 4 4 3 3 3 3 3 4 4 4 2 3 3 3 4 9 3 3 4 4 4 0
4 4 3 4 3 3 3 4 3 4 3 3 4 3 4 4 2 4 1 4 3 3 4 4 4 4 5 3 3 3 2 2 4 4 3 2 4 4 3 3 4 5
3 3 4 3 4 4 4 3 4 3 4 4 3 4 3 3 4 3 2 3 4 4 3 3 2 3 4 4 4 4 2 3 3 3 4 3 3 3 4 4 2 5
4 4 3 4 3 4 3 4 3 4 3 3 4 3 4 4 3 4 3 4 3 3 4 4 3 4 2 3 3 3 2 4 4 4 3 4 4 4 3 3 3 4
3 3 4 3 4 3 4 3 4 3 4 4 3 4 3 3 4 3 4 3 4 4 3 3 4 3 3 4 4 4 2 3 3 3 4 3 3 3 4 4 4 3
4 4 3 4 3 4 3 4 3 4 3 3 4 3 4 4 3 4 3 4 3 3 4 4 3 4 4 3 3 3 2 4 4 4 3 4 4 4 3 3 3 4
3 3 4 3 4 3 4 3 4 3 4 4 3 4 3 3 4 3 4 3 4 4 3 3 4 2 3 4 4 4 2 4 3 3 4 3 3 3 4 4 4 3
4 3 3 4 3 4 4 4 3 4 3 3 4 3 4 4 3 4 3 4 3 3 4 4 3 3 4 3 3 3 2 3 4 4 3 4 4 4 3 3 3 4
